componente,ambito,concepto,porcentaje_region,pais,decl,prog,ambos,solo_decl,solo_prog,ninguno,presencia
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,CUB,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,ECU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,SAL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,GUA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,MEX,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,PAN,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,PAR,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,BOL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,CHL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,ECU,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,SAL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,GUA,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,HON,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,MEX,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,NIC,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,PAN,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,REP,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42%,VEN,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,ARG,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100%,ARG,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,COL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,CRI,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,ECU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,GUA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,HON,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,MEX,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,NIC,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,PAN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,PAR,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,REP,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,URU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,COL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,CRI,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,CUB,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,ECU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,GUA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,HON,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,MEX,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,NIC,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,PAN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,PAR,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,PER,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,REP,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,URU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,ARG,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,CRI,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,CUB,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,PAR,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,ARG,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,MEX,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,URU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63%,VEN,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,BRA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,CHL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,CRI,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,SAL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,PAR,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,URU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100%,VEN,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,CRI,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,BRA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,PAR,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,URU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,NIC,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,BOL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,CRI,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,CUB,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,ECU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,HON,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,MEX,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,PAN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,PAR,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,URU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,ARG,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,BRA,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,CHL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,COL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,CRI,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,SAL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,GUA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,HON,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,NIC,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,PAN,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,PAR,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,REP,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,URU,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Cambio climático,53%,VEN,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,ARG,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,BOL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,BRA,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,CHL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,COL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,CRI,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,CUB,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,ECU,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,SAL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,GUA,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,HON,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,MEX,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,NIC,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,PAN,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,PAR,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,PER,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,REP,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,URU,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Carbono (bajo, niveles)",5%,VEN,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,CHL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,CUB,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,ECU,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,SAL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,HON,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,MEX,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,PAN,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,PAR,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,REP,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,BOL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,ARG,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,BOL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,GUA,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,BRA,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,MEX,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,NIC,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,CRI,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,GUA,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,NIC,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,VEN,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,URU,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,Contaminación,58%,VEN,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,ARG,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,BRA,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,CHL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,COL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,CRI,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,CUB,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,ECU,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,SAL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,HON,,,,,,NINGUNO,NINGUNO
