componente,ambito,concepto,porcentaje,pais,declarado,programado
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,PAR,0,1
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,PER,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,REP,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,SAL,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,URU,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,VEN,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,ARG,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,BOL,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,BRA,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,CHL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,COL,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,CRI,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,CUB,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,ECU,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,GUA,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,HON,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,MEX,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,NIC,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,PAN,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,PAR,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,PER,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,REP,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,SAL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,URU,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79,VEN,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,ARG,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,BOL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,BRA,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,CHL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,COL,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,CRI,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,CUB,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,ECU,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,GUA,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,HON,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,MEX,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,NIC,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,PAN,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,PAR,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,PER,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,REP,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,SAL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,URU,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53,VEN,1,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,ARG,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,BOL,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,BRA,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,CHL,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,COL,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,CRI,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,CUB,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,ECU,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,GUA,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,HON,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,MEX,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,NIC,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,PAN,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,PAR,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,PER,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,REP,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,SAL,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,URU,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100,VEN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,ARG,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,BOL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,BRA,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,CHL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,COL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,CRI,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,CUB,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,ECU,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,GUA,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,HON,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,MEX,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,NIC,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,PAN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,PAR,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,REP,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,SAL,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,URU,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68,VEN,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,ARG,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,BOL,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,BRA,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,CHL,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,COL,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,CRI,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,CUB,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,ECU,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,GUA,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,HON,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,MEX,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,NIC,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,PAN,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,PAR,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,PER,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,REP,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,SAL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,URU,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95,VEN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,ARG,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,BOL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,BRA,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,CHL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,COL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,CRI,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,CUB,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,ECU,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,GUA,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,HON,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,MEX,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,NIC,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,PAN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,PAR,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,REP,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,SAL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,URU,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79,VEN,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,ARG,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,ARG,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,BOL,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,BOL,0,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,BRA,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,BRA,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,CHL,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,CHL,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,COL,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,COL,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,CRI,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,CRI,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,CUB,0,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,CUB,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,ECU,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,ECU,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,GUA,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,GUA,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,HON,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,HON,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,MEX,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,MEX,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,NIC,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,NIC,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,PAN,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,PAN,0,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,PAR,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,PAR,1,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,PER,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,PER,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,REP,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,REP,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,SAL,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,SAL,0,0
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,URU,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,URU,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento crítico,89,VEN,1,1
Educación para el desarrollo sostenible,Habilidades,Pensamiento crítico,89,VEN,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,ARG,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,BOL,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,BRA,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,CHL,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,COL,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,CRI,0,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,CUB,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,ECU,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,GUA,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,HON,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,MEX,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,NIC,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,PAN,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,PAR,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,PER,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,REP,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,SAL,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,URU,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento lógico,53,VEN,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,ARG,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,BOL,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,BRA,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,CHL,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,COL,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,CRI,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,CUB,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,ECU,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,GUA,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,HON,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,MEX,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,NIC,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,PAN,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,PAR,0,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,PER,1,1
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,REP,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,SAL,0,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,URU,1,0
Educación para la ciudadanía mundial,Habilidades,Pensamiento reflexivo,63,VEN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,ARG,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,BOL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,BRA,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,CHL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,COL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,CRI,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,CUB,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,ECU,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,GUA,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,HON,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,MEX,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,NIC,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,PAN,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,PAR,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,PER,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,REP,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,SAL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,URU,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Pluralidad,63,VEN,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,ARG,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,BOL,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,BRA,1,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,CHL,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,COL,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,CRI,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,CUB,1,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,ECU,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,GUA,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,HON,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,MEX,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,NIC,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,PAN,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,PAR,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,PER,1,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,REP,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,SAL,0,1
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,URU,0,0
Educación para el desarrollo sostenible,Acciones,"Reciclar, Reducir, Reutilizar",47,VEN,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,ARG,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,BOL,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,BRA,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,CHL,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,COL,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,CRI,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,CUB,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,ECU,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,GUA,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,HON,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,MEX,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,NIC,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,PAN,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,PAR,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,PER,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,REP,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,SAL,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,URU,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89,VEN,0,0
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,ARG,0,0
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,BOL,0,0
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,BRA,1,0
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,CHL,0,0
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,COL,1,0
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,CRI,1,1
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,CUB,0,1
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,ECU,0,0
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,GUA,1,1
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,HON,0,0
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,MEX,0,1
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,NIC,1,0
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,PAN,1,1
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,PAR,0,1
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,PER,1,1
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,REP,1,1
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,SAL,0,1
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,URU,1,0
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74,VEN,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,ARG,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,BOL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,BRA,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,CHL,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,COL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,CRI,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,CUB,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,ECU,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,GUA,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,HON,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,MEX,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,NIC,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,PAN,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,PAR,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,REP,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,SAL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,URU,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Respeto,100,VEN,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,ARG,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,BOL,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,BRA,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,CHL,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,COL,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,CRI,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,CUB,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,ECU,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,GUA,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,HON,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,MEX,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,NIC,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,PAN,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,PAR,1,0
