cod_pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria
mx,13,0,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
mx,27,14,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
mx,20,0,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
mx,7,6,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
mx,,23,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
mx,,21,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
mx,,18,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
mx,,21,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
mx,,6,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
mx,,8,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
mx,,3,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
ni,4,2,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
ni,16,13,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
ni,33,16,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
ni,47,67,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
ni,0,2,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
ni,42,50,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
ni,29,15,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
ni,3,15,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
ni,26,18,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
ni,0,3,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
ni,89,62,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
ni,11,38,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
ni,0,0,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
ni,0,0,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
ni,0,0,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
ni,,15,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
ni,,23,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
ni,,10,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
ni,,15,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
ni,,0,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
ni,,15,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
ni,,23,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
pa,6,12,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
pa,25,7,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
pa,12,26,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
pa,58,50,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
pa,0,5,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
pa,21,22,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
pa,7,2,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
pa,45,32,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
pa,24,37,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
pa,3,7,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
pa,44,44,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
pa,19,16,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
pa,19,16,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
pa,6,3,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
pa,12,22,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
pa,,21,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
pa,,38,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
pa,,8,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
pa,,4,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
pa,,4,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
pa,,4,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
pa,,21,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
py,21,10,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
py,5,13,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
py,18,40,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
py,51,37,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
py,5,0,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
py,53,33,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
py,0,17,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
py,16,13,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
py,26,17,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
py,5,21,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
py,21,43,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
py,49,25,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
py,12,11,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
py,9,2,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
py,9,20,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
py,,12,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
py,,15,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
py,,15,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
py,,8,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
py,,8,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
py,,19,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
py,,23,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
pe,19,18,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
pe,17,21,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
pe,16,13,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
pe,41,30,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
pe,7,18,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
pe,36,50,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
pe,18,7,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
pe,9,7,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
pe,18,21,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
pe,18,14,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
pe,15,13,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
pe,46,40,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
pe,31,33,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
pe,0,0,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
pe,8,13,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
pe,,61,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
pe,,0,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
pe,,6,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
pe,,0,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
pe,,17,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
pe,,11,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
pe,,6,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
do,5,0,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
do,45,27,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
do,32,40,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
do,12,32,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
do,6,0,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
do,12,7,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
do,73,68,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
do,7,12,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
do,5,7,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
do,3,5,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
do,15,19,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
do,32,33,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
do,47,44,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
do,3,3,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
do,3,1,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
do,,7,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
do,,23,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
do,,5,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
do,,12,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
do,,10,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
do,,6,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
do,,38,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
uy,6,5,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
uy,34,29,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
uy,18,20,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
uy,43,46,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
uy,0,2,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
uy,28,25,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
