pais,codigo,porcentaje_3grado,porcentaje_6grado,comparativo_barra,letra_magn,letra_ord,nombre_categoria,materia,ej_3grado,ej_6grado
CUB,cu,,30,Cuba,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,"Sistema digestivo: concepto, modelamiento, alimentación."
CUB,cu,,5,Cuba,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,Argumentar la importancia de las plantas con flores en la naturaleza y en la vida del hombre. 
CUB,cu,,10,Cuba,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,
CUB,cu,,0,Cuba,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
CUB,cu,,38,Cuba,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,Explicar la diversidad y la unidad como características de los organismos.
CUB,cu,,15,Cuba,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,"Relieve continental y submarino: localización en esfera geográfica y mapa, montañas, llanuras."
CUB,cu,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
CUB,cu,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
CUB,cu,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
CUB,cu,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
CUB,cu,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
CUB,cu,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
CUB,cu,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
CUB,cu,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
CUB,cu,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
CUB,cu,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
CUB,cu,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
CUB,cu,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
CUB,cu,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
CUB,cu,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
CUB,cu,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
CUB,cu,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
CUB,cu,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
CUB,cu,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
CUB,cu,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
CUB,cu,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
CUB,cu,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
CUB,cu,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
ECU,ec,5,9,Ecuador,1,A,Estadística y probabilidad,Matemáticas,Organizar y representar datos estadísticos relativos a su entorno en tablas de frecuencias en función de explicar e interpretar conclusiones y asumir compromisos.,"Analizar y representar, en tablas de frecuencias, diagramas de barra, circulares y poligonales, datos discretos recolectados en el entorno e información publicada en medios de comunicación."
ECU,ec,17,15,Ecuador,1,B,Geometría,Matemáticas,"Reconocer y diferenciar los elementos y propiedades de cubos, pirámides de base cuadrada y prismas rectangulares en objetos del entorno y/o modelos geométricos.
(3° grado)","Construir, con el uso de una regla y un compás, triángulos, paralelogramos y trapecios, fijando medidas de lados y/o ángulos.
(6° grado)"
ECU,ec,27,17,Ecuador,1,C,Magnitudes y medidas,Matemáticas,"Realizar conversiones simples de medidas de capacidad del litro a sus submúltiplos.
(3° grado)","Comparar el kilogramo, el gramo y la libra con las medidas de masa de la localidad, a partir de experiencias concretas y del uso de instrumentos de medida."
ECU,ec,34,58,Ecuador,1,D,Número y operaciones,Matemáticas,"Establecer relaciones de secuencia y de orden en un conjunto de números naturales de hasta cuatro cifras, utilizando material concreto y simbología matemática (=, <, >,).
(3° grado)","Aplicar las propiedades de la multiplicación en el cálculo escrito y mental, y la resolución de ejercicios y problemas.
(6° grado)"
ECU,ec,17,1,Ecuador,1,E,Patrones y álgebra,Matemáticas,Describir y reproducir patrones de objetos y figuras basándose en sus atributos.,"Generar sucesiones con sumas, restas, multiplicaciones y divisiones, con números naturales, a partir de ejercicios numéricos o problemas sencillos."
ECU,ec,27,32,Ecuador,1,B,Conocimiento sobre el código,Escritura,"Aplicar progresivamente las reglas de escritura mediante la reflexión fonológica en la escritura ortográfica de fonemas que tienen dos y tres representaciones gráficas, la letra que representa los sonidos /ks/: “x”, la letra que no tiene sonido: “h” y la letra “w” que tiene escaso uso en castellano (3° grado).",Comunicar ideas con eficiencia a partir de la aplicación de las reglas de uso de las letras y de la tilde (6° grado).
ECU,ec,46,32,Ecuador,1,E,Procesos involucrados en la escritura,Escritura,"Aplicar estrategias de pensamiento (ampliación de ideas, secuencia lógica, selección, ordenación y jerarquización de ideas, uso de organizadores gráficos, entre otras) en la escritura de relatos de experiencias personales, hechos cotidianos u otros sucesos y acontecimientos de interés, y en las descripciones de objetos, animales, lugares y personas, durante la autoevaluación de sus escritos (3° grado).","Autorregular la producción escrita mediante el uso habitual del procedimiento de planificación, redacción y revisión del texto (6° grado)."
ECU,ec,9,10,Ecuador,1,C,Escritura Diversidad Textual,Escritura,"Desarrollar progresivamente autonomía y calidad en el proceso de escritura de relatos de experiencias personales, hechos cotidianos u otros sucesos, acontecimientos de interés y descripciones de objetos, animales, lugares y personas (…) (3° grado).","Integrar relatos, descripciones, exposiciones e instrucciones en diferentes tipos de texto producidos con una intención comunicativa y en un contexto determinado (6° grado)."
ECU,ec,0,5,Ecuador,1,D,Morfosintaxis,Escritura,No hay ejemplos en el currículo de este país.,"Expresar sus ideas con precisión e integrar en las producciones escritas los diferentes tipos de sustantivo, pronombre, adjetivo, verbo, adverbio y sus modificadores (6° grado)."
ECU,ec,18,21,Ecuador,1,A,Coherencia y cohesión,Escritura,"Redactar, en situaciones comunicativas que lo requieran, narraciones de experiencias personales, hechos cotidianos u otros sucesos o acontecimientos de interés, ordenándolos cronológicamente y enlazándolos por medio de conectores temporales y aditivos (3° grado).","Escribir instrucciones con secuencia lógica, uso de conectores temporales y de orden, y coherencia en el manejo del verbo y la persona, en situaciones comunicativas que lo requieran (6° grado)."
ECU,ec,17,25,Ecuador,1,C,Lectura Diversidad Textual,Lectura,"Elegir, de una selección previa realizada por el docente, textos de la biblioteca de aula, de la escuela y de la web que satisfagan sus necesidades personales, de recreación, información y aprendizaje (3° grado).",Reconocer en un texto literario los elementos característicos que le dan sentido (6° grado).
ECU,ec,33,19,Ecuador,1,A,Comprensión lectora literal e inferencial,Lectura,"Construir los significados de un texto a partir del establecimiento de relaciones de semejanza, diferencia, objeto-atributo, antecedente– consecuente, secuencia temporal, problema-solución, concepto-ejemplo (3° grado).",Inferir y sintetizar el contenido esencial de un texto al diferenciar el tema de las ideas principales (6° grado).
ECU,ec,17,13,Ecuador,1,D,Estrategias de lectura,Lectura,"Desarrollar estrategias cognitivas como lectura de paratextos, establecimiento del propósito de lectura, relectura, relectura selectiva y parafraseo para autorregular la comprensión de textos (3° grado).","Autorregular la comprensión de textos mediante el uso de estrategias cognitivas de comprensión: parafrasear, releer, formular preguntas, leer selectivamente, consultar fuentes adicionales (6° grado)."
ECU,ec,17,13,Ecuador,1,B,Decodificación,Lectura,Leer oralmente con fluidez y entonación en contextos significativos de aprendizaje (3° grado).,"Leer con fluidez y entonación en diversos contextos (familiares, escolares y sociales) y con diferentes propósitos (exponer, informar, narrar, compartir, etc.) (6° grado)."
ECU,ec,17,31,Ecuador,1,E,Reflexión y evaluación,Lectura,"Construir criterios, opiniones y emitir juicios sobre el contenido de un texto al distinguir realidad y ficción, hechos, datos y opiniones (3° grado).","Valorar los aspectos de forma y el contenido de un texto, a partir de criterios preestablecidos (6° grado)."
ECU,ec,,15,Ecuador,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,"Indagar el aporte de la ciencia y la tecnología para el manejo de desechos, aplicar técnicas de manejo de desechos sólidos en los ecosistemas del entorno e inferir el impacto en la calidad del ambiente."
ECU,ec,,17,Ecuador,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,"Describir, con apoyo de modelos, la estructura y función de los sistemas digestivo, respiratorio, circulatorio y excretor y promover su cuidado."
ECU,ec,,10,Ecuador,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,"Indagar, con uso de las TIC y otros recursos, las características de los ecosistemas y sus clases, interpretar las interrelaciones de los seres vivos en los ecosistemas y clasificarlos en productores, consumidores y descomponedores."
ECU,ec,,15,Ecuador,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,
ECU,ec,,7,Ecuador,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,
ECU,ec,,15,Ecuador,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,"Indagar, con uso de las TIC y otros recursos, las características de los animales invertebrados, describirlas y clasificarlos de acuerdo a sus semejanzas y diferencias."
ECU,ec,,20,Ecuador,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,Analizar modelos de la estructura de la Tierra y diferenciar sus capas de acuerdo a sus componentes.
ECU,ec,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
ECU,ec,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
ECU,ec,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
ECU,ec,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
ECU,ec,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
ECU,ec,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
ECU,ec,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
ECU,ec,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
ECU,ec,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
ECU,ec,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
ECU,ec,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
ECU,ec,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
ECU,ec,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
ECU,ec,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
ECU,ec,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
ECU,ec,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
ECU,ec,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
ECU,ec,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
ECU,ec,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
ECU,ec,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
ECU,ec,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
ECU,ec,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
SLV,sv,3,15,El Salvador,1,A,Estadística y probabilidad,Matemáticas,Lectura de gráfica de barras utilizando los números del eje vertical.,Identificación de los posibles resultados en experimentos aleatorios.
SLV,sv,11,23,El Salvador,1,B,Geometría,Matemáticas,"Descubre e identifica triángulos equiláteros, isósceles y escalenos en el entorno.",Identificación y explicación de las características de sólidos geométricos.
SLV,sv,30,17,El Salvador,1,C,Magnitudes y medidas,Matemáticas,"Explicación del procedimiento seguido al restar medidas de longitudes en diferentes unidades (cm, m y km).",Aplicación de la equivalencia entre centímetros y varas.
SLV,sv,56,45,El Salvador,1,D,Número y operaciones,Matemáticas,"Multiplicación abreviada de 1 por números de 1, 2 y 3 cifras (1 x U; 1 x DU; 1 x CDU).","Multiplicación de fracciones propias, utilizando el algoritmo."
SLV,sv,0,0,El Salvador,1,E,Patrones y álgebra,Matemáticas,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
SLV,sv,36,36,El Salvador,1,B,Conocimiento sobre el código,Escritura,"Tildación de palabras agudas y graves, según la regla ortográfica (3° grado). ",Palabras antónimas. Utilización de palabras antónimas para caracterizar personajes ficticios (6° grado).
SLV,sv,5,2,El Salvador,1,E,Procesos involucrados en la escritura,Escritura,"Estrategias de escritura en textos narrativos: planificación, elaboración del borrador, edición y publicación (3° grado).","Elaboración de un texto argumentativo. Planificación, organización y escritura de un texto argumentativo, siguiendo los pasos necesarios y atendiendo a la estructura del mismo (6° grado)."
SLV,sv,40,32,El Salvador,1,C,Escritura Diversidad Textual,Escritura,Instrucciones para recetas de cocina. Producción escrita de recetas de cocina siguiendo un modelo (3° grado).,"El texto dramático: Estructura externa (cuadros, actos, escenas). Producción escrita de un texto dramático atendiendo a la estructura externa e interna y la definición de personajes principales y secundarios (6° grado)."
SLV,sv,20,30,El Salvador,1,D,Morfosintaxis,Escritura,"Sustantivos masculinos y femeninos, en singular y plural. Identificación y uso de sustantivos femeninos y masculinos, en singular y plural en textos narrativos que lee y escribe (3° grado).",Oración simple. Tipos de sujeto: simple y compuesto. Producción escrita de oraciones y texto en los que utilice sujetos simples y compuestos (6° grado).
SLV,sv,0,0,El Salvador,1,A,Coherencia y cohesión,Escritura,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
SLV,sv,34,48,El Salvador,1,C,Lectura Diversidad Textual,Lectura,"La fábula. Estructura: inicio, desarrollo, final y moraleja (3° grado). ",El cuento de terror. Estructura y características (6° grado).
SLV,sv,21,30,El Salvador,1,A,Comprensión lectora literal e inferencial,Lectura,"El cuento (…). Comprensión del cuento, a través de diferentes pregun tas de carácter literal, infe-rencial (…) (3° grado).","El poema: tema. Identificación e
interpretación de un poema atendiendo al tema de que tratan (6° grado)."
SLV,sv,31,21,El Salvador,1,D,Estrategias de lectura,Lectura,"Estrategias de lectura con textos narrativos: identificación de título, inicio y final; identificación de indicios; deducción del final (3° grado).","El resumen. Técnica para hacerlo. Elaboración de resúmenes
de diferentes textos expositivos, siguiendo los pasos siguientes:
lectura completa del texto; subrayar las ideas principales y
secundarias de cada párrafo; unir todas las partes subrayadas, desde
el primero al último párrafo, por medio de los conectores más
adecuados (6° grado)."
SLV,sv,11,0,El Salvador,1,B,Decodificación,Lectura,El cuento (…).Narración oral y lectura de cuentos con la pronunciación y entonación adecuadas (3° grado).,No hay ejemplos en el currículo de este país.
SLV,sv,2,1,El Salvador,1,E,Reflexión y evaluación,Lectura,El cuento (…).Expresión de opiniones sobre las actitudes de los personajes de cuentos que lee o escucha (3° grado).,"Los textos argumentativos.
Partes: tesis, argumentos y conclusión. Lectura y comprensión de textos argumentativos y
análisis de sus diferentes partes (6° grado)."
SLV,sv,,24,El Salvador,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,"Descripción, explicación y experimentación sencilla de las ventajas de hacer compostaje."
SLV,sv,,37,El Salvador,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,"Indagación y explicación sobre algunas características de los músculos, tales como: forma, color, tamaño y consistencia."
SLV,sv,,3,El Salvador,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,"Investigación, explicación y representación del ciclo del agua y su importancia para la vida en el planeta."
SLV,sv,,7,El Salvador,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,
SLV,sv,,6,El Salvador,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,
SLV,sv,,17,El Salvador,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,"Identificación, descripción y representación, de las partes de la flor: pétalos, sépalos, cáliz, corola, ovarios, pistilo y estambre."
SLV,sv,,7,El Salvador,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,"Descripción, explicación y representación de los movimientos de las placas tectónicas como un riesgo geológico que provoca amenazas: sismos, erupciones, deslizamientos y otros."
SLV,sv,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
SLV,sv,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
SLV,sv,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
SLV,sv,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
SLV,sv,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
SLV,sv,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
SLV,sv,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
SLV,sv,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
SLV,sv,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
SLV,sv,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
SLV,sv,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
SLV,sv,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
SLV,sv,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
SLV,sv,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
SLV,sv,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
SLV,sv,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
SLV,sv,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
SLV,sv,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
SLV,sv,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
SLV,sv,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
SLV,sv,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
SLV,sv,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
GTM,gt,9,3,Guatemala,1,A,Estadística y probabilidad,Matemáticas,Presentación e interpretación de información en gráficas de barras o pictogramas.,Cálculo de la moda y el promedio aritmético de datos no agrupados (2 datos como máximo).
GTM,gt,18,24,Guatemala,1,B,Geometría,Matemáticas,Identificación de las características de sólidos geométricos (figuras tridimensionales): cubo y prismas rectangulares.,"Clasificación y trazo de paralelogramos (rectángulos, cuadrados, romboides, rombos)."
GTM,gt,24,17,Guatemala,1,C,Magnitudes y medidas,Matemáticas,"Estimación de longitud estableciendo relación entre unidades no estándar y el metro, centímetro.","Estimación y medición de longitud, peso y capacidad utilizando diferentes unidades (del sistema métrico y del sistema inglés antiguo)."
GTM,gt,34,48,Guatemala,1,D,Número y operaciones,Matemáticas,"Identificación de la cantidad de unidades, decenas, centenas, unidades y decenas de millar en números naturales menores que 1,.",Números positivos y negativos: asociación a puntos de la recta numérica.
GTM,gt,15,7,Guatemala,1,E,Patrones y álgebra,Matemáticas,Descripción de la secuencia numérica que hay en patrones existentes en la naturaleza o en su entorno cultural.,Identificación de todos los subconjuntos de un conjunto que tenga 3 a 5 elementos.
GTM,gt,35,30,Guatemala,1,B,Conocimiento sobre el código,Escritura,"Utilización de los elementos convencionales para escribir: lugar de las letras y palabras sobre el renglón, uso de márgenes, espacios entre letras dentro de la palabra, espacios entre las palabras en un párrafo, etc.",Utilización de las palabras como connotativas (señalan objetos indicando sus particularidades) y no connotativas (nombran sin caracterizar a los objetos) 
GTM,gt,16,25,Guatemala,1,E,Procesos involucrados en la escritura,Escritura,Procedimiento a seguir en la  presentación del texto: elaboración del  borrador para hacerle las correcciones necesarias y presentación de la versión final ,"Presentación de informes escritos: toma de notas, primer borrador, composición, revisión, corrección, edición, redacción final "
GTM,gt,34,17,Guatemala,1,C,Escritura Diversidad Textual,Escritura,"Reconocimiento de que un texto narrativo cuenta una historia formada por elementos como: orden climático, reorganización de detalles, relación causa y efecto ",Ordenamiento reflexivo de la estructura interna y externa de los diferentes tipos de texto que produce 
GTM,gt,13,17,Guatemala,1,D,Morfosintaxis,Escritura,Formulación de oraciones en las que se repite el orden lógico (sustantivo + adjetivo +verbo en idioma Español; verbo + adjetivo + sustantivo en idiomas Mayas) ,"Aplicación de la función del nombre o sustantivo, y de sus modificadores (adjetivo - clase, del predicativo - grado de significación y artículo) en los textos que produce "
GTM,gt,2,11,Guatemala,1,A,Coherencia y cohesión,Escritura,Selección del título apropiado al texto que será redactado ,Establecimiento de coherencia en la  producción de textos orales y escritos 
GTM,gt,5,7,Guatemala,1,C,Lectura Diversidad Textual,Lectura,"Recreación mediante la lectura de textos literarios: rimas, retahílas, poemas y cuentos (3° grado).",Selección de la producción cultural de los distintos Pueblos y naciones sin prejuicios ni discriminación 
GTM,gt,24,16,Guatemala,1,A,Comprensión lectora literal e inferencial,Lectura,Inferencia de cómo los personajes de una historia resuelven el problema en el que se ven involucrados (3° grado).,"Análisis de la progresión de ideas en textos diversos: causa y efecto, secuencia temporal y espacial entre otras (6° grado).        "
GTM,gt,39,51,Guatemala,1,D,Estrategias de lectura,Lectura,Predicción sobre el tema de la lectura a partir del título y las ilustraciones ,Predicciones sobre los posibles resultados del evento bajo análisis 
GTM,gt,24,19,Guatemala,1,B,Decodificación,Lectura,"Utilización de estrategias de lectura oral, pausas, entonación, etc. (3° grado).",Incremento de la velocidad en la comprensión de lectura silenciosa 
GTM,gt,7,7,Guatemala,1,E,Reflexión y evaluación,Lectura,Análisis del material de lectura para determinar si contiene información que refleja hechos u opiniones ,Emisión de juicios con respecto a la relevancia y utilidad de la tarea con base en el  propósito del trabajo a realizar 
GTM,gt,,29,Guatemala,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,Establece la relación entre ambiente sano y salud. 
GTM,gt,,37,Guatemala,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,"Establece la relación que existe entre la glándula, la hormona que produce y el funcionamiento del organismo."
GTM,gt,,4,Guatemala,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,"Relación entre la contaminación atmosférica y el calentamiento global, el efecto invernadero y los desastres."
GTM,gt,,3,Guatemala,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,Relaciona los diferentes tipos de energía con el movimiento.
GTM,gt,,0,Guatemala,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
GTM,gt,,24,Guatemala,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,Explica la estructura y función celular.
GTM,gt,,4,Guatemala,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,Explica el origen de la Tierra y del Universo según las distintas cosmovisiones.
GTM,gt,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
GTM,gt,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
GTM,gt,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
GTM,gt,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
GTM,gt,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
GTM,gt,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
GTM,gt,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
GTM,gt,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
GTM,gt,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
GTM,gt,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
GTM,gt,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
GTM,gt,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
GTM,gt,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
GTM,gt,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
GTM,gt,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
GTM,gt,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
GTM,gt,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
GTM,gt,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
GTM,gt,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
GTM,gt,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
GTM,gt,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
GTM,gt,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
HON,hn,9,0,Honduras,1,A,Estadística y probabilidad,Matemáticas,Construyen gráficas sencillas (pictogramas) con información de situaciones de su entorno.,No hay ejemplos en el currículo de este país.
HON,hn,32,20,Honduras,1,B,Geometría,Matemáticas,"Clasificación de ángulos recto, agudo y obtuso.","Establecen las diferencias y analogías entre prismas, pirámides, conos, cilindros y esferas. "
HON,hn,32,20,Honduras,1,C,Magnitudes y medidas,Matemáticas,"Longitud: Comparación de longitudes de objetos con las unidades oficiales, usando la regla y la cinta métrica.",Usan las unidades del Sistema Métrico Decimal correspondiente a volúmenes para resolver problemas de la vida real. 
HON,hn,28,60,Honduras,1,D,Número y operaciones,Matemáticas,Desarrollan el concepto de la división como “estar contenido en”.,Resuelven ejercicios de la vida real que involucran la multiplicación y división de números decimales.
HON,hn,0,0,Honduras,1,E,Patrones y álgebra,Matemáticas,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
HON,hn,11,4,Honduras,1,B,Conocimiento sobre el código,Escritura,"Escriben el diálogo que les haya gustado más, haciendo uso de los signos de puntuación que han aprendido ","Analizan en la redacción de sus textos, casos especiales de acentuación que se presenten en diptongo, hiato y el uso del acento diacrítico "
HON,hn,36,49,Honduras,1,E,Procesos involucrados en la escritura,Escritura,"Revisan y corrigen, intercambian los borradores entre equipos para recibir comentarios de sus compañeros (as), y maestro(a) deciden si agregan información que ellos les han sugerido (…) ","Organizan, desarrollan y expresan sus ideas antes de redactar textos de estructura enunciativa. Para apoyarse en esta fase hacen uso de estrategias como: conversación previa con los demás miembros del equipo o del grado, lluvia de ideas o el uso de organizadores gráficos de ideas "
HON,hn,31,38,Honduras,1,C,Escritura Diversidad Textual,Escritura,"Renarran por escrito cómo inician, cómo siguen y cómo terminan cuentos y fábulas leídos por sí mismos y/o por su maestro(a). Los ilustran ","Narran por escrito cuentos, leyendas y fábulas, cuidando de construir un texto coherente en su secuencia de inicio, nudo y el desenlace, el narrador/a, lo(a)s personajes, el tiempo y el lugar "
HON,hn,21,2,Honduras,1,D,Morfosintaxis,Escritura,"Eligen una de las historietas, con apoyo de su maestro(a) que sea adecuada, para reflexionar sobre la oración y sus partes. Su autor(a) la escribe en la pizarra ",Comentan en equipo la importancia de la concordancia del sujeto y el del predicado en número y persona 
HON,hn,0,6,Honduras,1,A,Coherencia y cohesión,Escritura,No hay ejemplos en el currículo de este país.,"Cuidan que las descripciones tengan las características de: precisión concisión, coherencia y claridad "
HON,hn,33,36,Honduras,1,C,Lectura Diversidad Textual,Lectura,"Identifican qué partes tiene este tipo de texto (materiales, serie de instrucciones) ","Reconocen tanto la estructura externa como interna de diferentes tipos de textos (literarios e informativos), que les permite conocerlos y clasificarlos "
HON,hn,16,15,Honduras,1,A,Comprensión lectora literal e inferencial,Lectura,"Leen los artículos y comentan de qué tratan, dónde, cuándo y cómo sucedieron los hechos (…) ",Reconocen y valoran información literal e inferencias en sus lecturas 
