"cod_pais","pais","dato_pais_grado_3","dato_pais_grado_6","dato_grupo_grado_3","dato_grupo_grado_6","dato_region_grado_3","dato_region_grado_6","letra_magn","letra_ord","materia","nombre_categoria","descripcion_categoria","ej_3grado","ej_6grado","grupo","region"
"ec","Ecuador","16.67","31.25","11.00","22.00","8.28","14.46","1.00","E","Lectura","Reflexi??n y evaluaci??n","Reflexi??n, valoraci??n y cr??tica del texto por parte del lector. Esto permite identificar el prop??sito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre ??l a nivel de contenido y forma.","Construir criterios, opiniones y emitir juicios sobre el contenido de un texto al distinguir realidad y ficci??n, hechos, datos y opiniones (3?? grado).","Valorar los aspectos de forma y el contenido de un texto, a partir de criterios preestablecidos (6?? grado).","Sudam??rica","Am??rica Latina y el Caribe"
"ec","Ecuador","4.70","9.00","11.00","12.00","9.37","8.99","1.00","A","Matem??tica","Estad??stica y probabilidad","Lectura e interpretaci??n de datos estad??sticos a partir de su representaci??n en tablas, gr??ficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gr??ficos, pictogramas y diagramas.","Organizar y representar datos estad??sticos relativos a su entorno en tablas de frecuencias en funci??n de explicar e interpretar conclusiones y asumir compromisos.","Analizar y representar, en tablas de frecuencias, diagramas de barra, circulares y poligonales, datos discretos recolectados en el entorno e informaci??n publicada en medios de comunicaci??n.","Sudam??rica","Am??rica Latina y el Caribe"
"ec","Ecuador","17.20","15.40","20.00","25.00","20.93","22.56","1.00","B","Matem??tica","Geometr??a","Conocimiento de las figuras y cuerpos geom??tricos, su caracterizaci??n, clasificaci??n y construcci??n. Capacidad de establecer relaciones entre ellos y el entorno.","Reconocer y diferenciar los elementos y propiedades de cubos, pir??mides de base cuadrada y prismas rectangulares en objetos del entorno y/o modelos geom??tricos. (3?? grado)","Construir, con el uso de una regla y un comp??s, tri??ngulos, paralelogramos y trapecios, fijando medidas de lados y/o ??ngulos. (6?? grado)","Sudam??rica","Am??rica Latina y el Caribe"
"ec","Ecuador","26.60","16.70","19.00","16.00","21.71","18.19","1.00","C","Matem??tica","Magnitudes y medidas","Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medici??n.","Realizar conversiones simples de medidas de capacidad del litro a sus subm??ltiplos. (3?? grado)","Comparar el kilogramo, el gramo y la libra con las medidas de masa de la localidad, a partir de experiencias concretas y del uso de instrumentos de medida.","Sudam??rica","Am??rica Latina y el Caribe"
"ec","Ecuador","34.40","57.70","45.00","42.00","43.17","46.66","1.00","D","Matem??tica","N??mero y operaciones","Conocimiento de los conjuntos de los n??meros naturales y de los n??meros racionales positivos. C??lculo de las operaciones de adici??n, sustracci??n, multiplicaci??n y divisi??n en esos conjuntos; aplicaci??n de sus propiedades y relaciones.","Establecer relaciones de secuencia y de orden en un conjunto de n??meros naturales de hasta cuatro cifras, utilizando material concreto y simbolog??a matem??tica (=, <, >,). (3?? grado)","Aplicar las propiedades de la multiplicaci??n en el c??lculo escrito y mental, y la resoluci??n de ejercicios y problemas. (6?? grado)","Sudam??rica","Am??rica Latina y el Caribe"
"ec","Ecuador","17.20","1.30","5.00","4.00","4.82","3.61","1.00","E","Matem??tica","Patrones y ??lgebra","Capacidad de identificar, completar y construir regularidades num??ricas y gr??ficas a partir de objetos del entorno, figuras geom??tricas y secuencias num??ricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.","Describir y reproducir patrones de objetos y figuras bas??ndose en sus atributos.","Generar sucesiones con sumas, restas, multiplicaciones y divisiones, con n??meros naturales, a partir de ejercicios num??ricos o problemas sencillos.","Sudam??rica","Am??rica Latina y el Caribe"
"gt","Guatemala","","28.70","","17.00","","16.51","1.00","A","Ciencias","Ciencia, tecnolog??a y sociedad","Refiere a la ciencia y la tecnolog??a como construcciones humanas influenciadas por el contexto sociocultural, pol??tico y econ??mico. Incluye temas relativos al impacto de la ciencia y la tecnolog??a en la salud y en el medio ambiente.","","Establece la relaci??n entre ambiente sano y salud.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","","36.50","","29.00","","22.54","1.00","B","Ciencias","Cuerpo humano y salud","Conocimiento parcial del cuerpo humano, y comprensi??n de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de ??rganos; conocimiento sobre la importancia de la salud para el bienestar general.","","Establece la relaci??n que existe entre la gl??ndula, la hormona que produce y el funcionamiento del organismo.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","","4.30","","10.00","","12.19","1.00","C","Ciencias","Ecolog??a y medioambiente","Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecol??gico en relaci??n con los recursos naturales y su importancia para la vida en el planeta, adem??s de la noci??n de cadena tr??fica, su din??mica general y relevancia.","","Relaci??n entre la contaminaci??n atmosf??rica y el calentamiento global, el efecto invernadero y los desastres.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","","2.60","","11.00","","11.16","1.00","D","Ciencias","La energ??a y sus manifestaciones","Conocimientos de la noci??n de energ??a. Incluye el calor como una transferencia de energ??a; manifestaciones de energ??a en el planeta; y la noci??n de fuerza.","","Relaciona los diferentes tipos de energ??a con el movimiento.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","","0.00","","5.00","","7.41","1.00","E","Ciencias","La materia y sus transformaciones","Conocimientos de la estructura at??mica y molecular y algunos estados de agregaci??n.Clasificaci??n de los materiales en sustancias puras o mezclas, y descripci??n de algunos m??todos de separaci??n.","","No hay ejemplos en el curr??culo de este pa??s.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","","3.50","","15.00","","17.42","1.00","F","Ciencias","La tierra y el universo","Conocimiento de las capas de la Tierra, su composici??n y din??mica; movimientos ???externos??? del planeta; fen??menos naturales Incluye la noci??n de Sistema Solar; el conocimiento de los planetas y de la Luna.","","Explica el origen de la Tierra y del Universo seg??n las distintas cosmovisiones.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","","24.30","","14.00","","12.78","1.00","G","Ciencias","Seres vivos","Conocimiento sobre el ciclo de vida en los seres vivos, as?? como la noci??n de c??lula, particularmente, de su estructura y funci??n en los seres vivos.","","Explica la estructura y funci??n celular.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","2.33","10.94","2.00","5.00","8.75","9.26","1.00","A","Escritura","Coherencia y cohesi??n","Caracter??sticas que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos ling????sticos para mantener las oraciones unidas (cohesi??n).","Selecci??n del t??tulo apropiado al texto que ser?? redactado","Establecimiento de coherencia en la producci??n de textos orales y escritos","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","34.88","29.69","31.00","28.00","29.33","28.82","1.00","B","Escritura","Conocimiento sobre el c??digo","Conocimiento del sistema alfab??tico, de grafemas (letras) y fonemas (sonidos). Tambi??n considera aspectos caligr??ficos y ortogr??ficos, y relaciones de significado, (sin??nimos y ant??nimos).","Utilizaci??n de los elementos convencionales para escribir: lugar de las letras y palabras sobre el rengl??n, uso de m??rgenes, espacios entre letras dentro de la palabra, espacios entre las palabras en un p??rrafo, etc.","Utilizaci??n de las palabras como connotativas (se??alan objetos indicando sus particularidades) y no connotativas (nombran sin caracterizar a los objetos)","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","33.72","17.19","24.00","25.00","20.87","23.47","1.00","C","Escritura","Escritura Diversidad Textual","Escritura de diversos tipos textuales, los que tienen diferentes prop??sitos comunicativos y formas de organizar la informaci??n seg??n g??nero (cuento, an??cdota, comic, art??culo, etc.)","Reconocimiento de que un texto narrativo cuenta una historia formada por elementos como: orden clim??tico, reorganizaci??n de detalles, relaci??n causa y efecto","Ordenamiento reflexivo de la estructura interna y externa de los diferentes tipos de texto que produce","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","12.79","17.19","19.00","20.00","15.47","15.10","1.00","D","Escritura","Morfosintaxis","Es lo que se entiende por gram??tica. Comprende la morfolog??a, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexi??n. Tambi??n considera la sintaxis: funciones que adquieren las palabras en una oraci??n (sujeto, verbo, complementos).","Formulaci??n de oraciones en las que se repite el orden l??gico (sustantivo + adjetivo +verbo en idioma Espa??ol; verbo + adjetivo + sustantivo en idiomas Mayas)","Aplicaci??n de la funci??n del nombre o sustantivo, y de sus modificadores (adjetivo - clase, del predicativo - grado de significaci??n y art??culo) en los textos que produce","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","16.28","25.00","23.00","22.00","25.64","23.28","1.00","E","Escritura","Procesos involucrados en la escritura","Procesos cognitivos involucrados en la producci??n escrita, como la planificaci??n, textualizaci??n, revisi??n y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Procedimiento a seguir en la presentaci??n del texto: elaboraci??n del borrador para hacerle las correcciones necesarias y presentaci??n de la versi??n final","Presentaci??n de informes escritos: toma de notas, primer borrador, composici??n, revisi??n, correcci??n, edici??n, redacci??n final","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","24.39","16.28","23.00","25.00","27.02","22.93","1.00","A","Lectura","Comprensi??n lectora literal e inferencial","Identificaci??n de informaci??n expl??cita en el texto (comprensi??n literal) e inferencias realizadas para identificar informaci??n sugerida, no expl??cita, en el texto (comprensi??n inferencial).","Inferencia de c??mo los personajes de una historia resuelven el problema en el que se ven involucrados (3?? grado).","An??lisis de la progresi??n de ideas en textos diversos: causa y efecto, secuencia temporal y espacial entre otras (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","24.39","18.60","13.00","4.00","10.70","4.00","1.00","B","Lectura","Decodificaci??n","Proceso de asociaci??n entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonol??gica, precisi??n, fluidez y prosodia.","Utilizaci??n de estrategias de lectura oral, pausas, entonaci??n, etc. (3?? grado).","Incremento de la velocidad en la comprensi??n de lectura silenciosa","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","4.88","6.98","35.00","39.00","33.70","39.14","1.00","C","Lectura","Lectura Diversidad Textual","Lectura de diversos tipos y g??neros textuales. Estos tipos textuales y g??neros tienen diferentes prop??sitos comunicativos y formas de organizar la informaci??n (cuento, an??cdota, comic, art??culo, opini??n, etc.).","Recreaci??n mediante la lectura de textos literarios: rimas, retah??las, poemas y cuentos (3?? grado).","Selecci??n de la producci??n cultural de los distintos Pueblos y naciones sin prejuicios ni discriminaci??n","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","39.02","51.16","24.00","26.00","20.28","19.44","1.00","D","Lectura","Estrategias de lectura","Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensi??n, de anticipaci??n, o hip??tesis acerca del contenido de un texto, etc.).","Predicci??n sobre el tema de la lectura a partir del t??tulo y las ilustraciones","Predicciones sobre los posibles resultados del evento bajo an??lisis","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","7.32","6.98","5.00","6.00","8.28","14.46","1.00","E","Lectura","Reflexi??n y evaluaci??n","Reflexi??n, valoraci??n y cr??tica del texto por parte del lector. Esto permite identificar el prop??sito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre ??l a nivel de contenido y forma.","An??lisis del material de lectura para determinar si contiene informaci??n que refleja hechos u opiniones","Emisi??n de juicios con respecto a la relevancia y utilidad de la tarea con base en el prop??sito del trabajo a realizar","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","9.00","3.00","7.00","5.00","9.37","8.99","1.00","A","Matem??tica","Estad??stica y probabilidad","Lectura e interpretaci??n de datos estad??sticos a partir de su representaci??n en tablas, gr??ficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gr??ficos, pictogramas y diagramas.","Presentaci??n e interpretaci??n de informaci??n en gr??ficas de barras o pictogramas.","C??lculo de la moda y el promedio aritm??tico de datos no agrupados (2 datos como m??ximo).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","18.00","24.00","22.00","20.00","20.93","22.56","1.00","B","Matem??tica","Geometr??a","Conocimiento de las figuras y cuerpos geom??tricos, su caracterizaci??n, clasificaci??n y construcci??n. Capacidad de establecer relaciones entre ellos y el entorno.","Identificaci??n de las caracter??sticas de s??lidos geom??tricos (figuras tridimensionales): cubo y prismas rectangulares.","Clasificaci??n y trazo de paralelogramos (rect??ngulos, cuadrados, romboides, rombos).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","24.00","17.00","25.00","20.00","21.71","18.19","1.00","C","Matem??tica","Magnitudes y medidas","Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medici??n.","Estimaci??n de longitud estableciendo relaci??n entre unidades no est??ndar y el metro, cent??metro.","Estimaci??n y medici??n de longitud, peso y capacidad utilizando diferentes unidades (del sistema m??trico y del sistema ingl??s antiguo).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","34.00","48.00","42.00","51.00","43.17","46.66","1.00","D","Matem??tica","N??mero y operaciones","Conocimiento de los conjuntos de los n??meros naturales y de los n??meros racionales positivos. C??lculo de las operaciones de adici??n, sustracci??n, multiplicaci??n y divisi??n en esos conjuntos; aplicaci??n de sus propiedades y relaciones.","Identificaci??n de la cantidad de unidades, decenas, centenas, unidades y decenas de millar en n??meros naturales menores que 1,.","N??meros positivos y negativos: asociaci??n a puntos de la recta num??rica.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"gt","Guatemala","14.90","7.00","4.00","3.00","4.82","3.61","1.00","E","Matem??tica","Patrones y ??lgebra","Capacidad de identificar, completar y construir regularidades num??ricas y gr??ficas a partir de objetos del entorno, figuras geom??tricas y secuencias num??ricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.","Descripci??n de la secuencia num??rica que hay en patrones existentes en la naturaleza o en su entorno cultural.","Identificaci??n de todos los subconjuntos de un conjunto que tenga 3 a 5 elementos.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","","16.40","","17.00","","16.51","1.00","A","Ciencias","Ciencia, tecnolog??a y sociedad","Refiere a la ciencia y la tecnolog??a como construcciones humanas influenciadas por el contexto sociocultural, pol??tico y econ??mico. Incluye temas relativos al impacto de la ciencia y la tecnolog??a en la salud y en el medio ambiente.","","Describen la importancia del uso y manejo de las fuentes de energ??a como un recurso b??sico para el desarrollo del ser humano.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","","26.90","","29.00","","22.54","1.00","B","Ciencias","Cuerpo humano y salud","Conocimiento parcial del cuerpo humano, y comprensi??n de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de ??rganos; conocimiento sobre la importancia de la salud para el bienestar general.","","Describen las principales funciones y cuidados de los ??rganos que forman el sistema nervioso central.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","","17.90","","10.00","","12.19","1.00","C","Ciencias","Ecolog??a y medioambiente","Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecol??gico en relaci??n con los recursos naturales y su importancia para la vida en el planeta, adem??s de la noci??n de cadena tr??fica, su din??mica general y relevancia.","","Determinan las caracter??sticas del ecosistema bosque y las ??reas naturales protegidas de Honduras.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","","9.00","","11.00","","11.16","1.00","D","Ciencias","La energ??a y sus manifestaciones","Conocimientos de la noci??n de energ??a. Incluye el calor como una transferencia de energ??a; manifestaciones de energ??a en el planeta; y la noci??n de fuerza.","","Identifican las propiedades de la luz, sonido y fen??menos lum??nicos.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","","6.00","","5.00","","7.41","1","E","Ciencias","La materia y sus transformaciones","Conocimientos de la estructura at??mica y molecular y algunos estados de agregaci??n.Clasificaci??n de los materiales en sustancias puras o mezclas, y descripci??n de algunos m??todos de separaci??n.","","Describen las propiedades y caracter??sticas de la estructura de la materia.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","","9.00","","15.00","","17.42","1","F","Ciencias","La tierra y el universo","Conocimiento de las capas de la Tierra, su composici??n y din??mica; movimientos ???externos??? del planeta; fen??menos naturales Incluye la noci??n de Sistema Solar; el conocimiento de los planetas y de la Luna.","","Describen el origen del sistema solar, mencionando las caracter??sticas de los planetas y la luna.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","","14.90","","14.00","","12.78","1","G","Ciencias","Seres vivos","Conocimiento sobre el ciclo de vida en los seres vivos, as?? como la noci??n de c??lula, particularmente, de su estructura y funci??n en los seres vivos.","","Describen las caracter??sticas y funciones de los organelos celulares.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","0.00","6.45","2.00","5.00","8.75","9.26","1","A","Escritura","Coherencia y cohesi??n","Caracter??sticas que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos ling????sticos para mantener las oraciones unidas (cohesi??n).","No hay ejemplos en el curr??culo de este pa??s.","Cuidan que las descripciones tengan las caracter??sticas de: precisi??n concisi??n, coherencia y claridad","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","11.31","4.30","31.00","28.00","29.33","28.82","1","B","Escritura","Conocimiento sobre el c??digo","Conocimiento del sistema alfab??tico, de grafemas (letras) y fonemas (sonidos). Tambi??n considera aspectos caligr??ficos y ortogr??ficos, y relaciones de significado, (sin??nimos y ant??nimos).","Escriben el di??logo que les haya gustado m??s, haciendo uso de los signos de puntuaci??n que han aprendido","Analizan en la redacci??n de sus textos, casos especiales de acentuaci??n que se presenten en diptongo, hiato y el uso del acento diacr??tico","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","31.39","37.63","24.00","25.00","20.87","23.47","1","C","Escritura","Escritura Diversidad Textual","Escritura de diversos tipos textuales, los que tienen diferentes prop??sitos comunicativos y formas de organizar la informaci??n seg??n g??nero (cuento, an??cdota, comic, art??culo, etc.)","Renarran por escrito c??mo inician, c??mo siguen y c??mo terminan cuentos y f??bulas le??dos por s?? mismos y/o por su maestro(a). Los ilustran","Narran por escrito cuentos, leyendas y f??bulas, cuidando de construir un texto coherente en su secuencia de inicio, nudo y el desenlace, el narrador/a, lo(a)s personajes, el tiempo y el lugar","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","20.80","2.15","19.00","20.00","15.47","15.10","1","D","Escritura","Morfosintaxis","Es lo que se entiende por gram??tica. Comprende la morfolog??a, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexi??n. Tambi??n considera la sintaxis: funciones que adquieren las palabras en una oraci??n (sujeto, verbo, complementos).","Eligen una de las historietas, con apoyo de su maestro(a) que sea adecuada, para reflexionar sobre la oraci??n y sus partes. Su autor(a) la escribe en la pizarra","Comentan en equipo la importancia de la concordancia del sujeto y el del predicado en n??mero y persona","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","36.50","49.46","23.00","22.00","25.64","23.28","1","E","Escritura","Procesos involucrados en la escritura","Procesos cognitivos involucrados en la producci??n escrita, como la planificaci??n, textualizaci??n, revisi??n y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Revisan y corrigen, intercambian los borradores entre equipos para recibir comentarios de sus compa??eros (as), y maestro(a) deciden si agregan informaci??n que ellos les han sugerido (???)","Organizan, desarrollan y expresan sus ideas antes de redactar textos de estructura enunciativa. Para apoyarse en esta fase hacen uso de estrategias como: conversaci??n previa con los dem??s miembros del equipo o del grado, lluvia de ideas o el uso de organizadores gr??ficos de ideas","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","15.71","15.03","23.00","25.00","27.02","22.93","1","A","Lectura","Comprensi??n lectora literal e inferencial","Identificaci??n de informaci??n expl??cita en el texto (comprensi??n literal) e inferencias realizadas para identificar informaci??n sugerida, no expl??cita, en el texto (comprensi??n inferencial).","Leen los art??culos y comentan de qu?? tratan, d??nde, cu??ndo y c??mo sucedieron los hechos (???)","Reconocen y valoran informaci??n literal e inferencias en sus lecturas","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","12.86","2.61","13.00","4.00","10.70","4.00","1","B","Lectura","Decodificaci??n","Proceso de asociaci??n entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonol??gica, precisi??n, fluidez y prosodia.","Leen cada una de las palabras, luego las separan en s??labas. Ubican la ??ltima, pen??ltima y antepen??ltima s??laba de dichas palabras y aprenden su nombre. Finalmente encierran en un circulito la s??laba t??nica","Atienden al sistema entonacional (tono e inflexi??n de voz y acento), articulaci??n e inflexi??n de la voz en la lectura significativa de textos orales","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","32.86","35.95","35.00","39.00","33.70","39.14","1","C","Lectura","Lectura Diversidad Textual","Lectura de diversos tipos y g??neros textuales. Estos tipos textuales y g??neros tienen diferentes prop??sitos comunicativos y formas de organizar la informaci??n (cuento, an??cdota, comic, art??culo, opini??n, etc.).","Identifican qu?? partes tiene este tipo de texto (materiales, serie de instrucciones)","Reconocen tanto la estructura externa como interna de diferentes tipos de textos (literarios e informativos), que les permite conocerlos y clasificarlos","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","28.57","28.10","24.00","26.00","20.28","19.44","1","D","Lectura","Estrategias de lectura","Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensi??n, de anticipaci??n, o hip??tesis acerca del contenido de un texto, etc.).","Seleccionan algunos art??culos de inter??s para ellos a partir de lo que sugiere el t??tulo, la ilustraci??n y la sesi??n en que aparecen, escriben sus hip??tesis en la pizarra","Demuestran su comprensi??n lectora al subrayar y sintetizar las ideas principales de los textos que leen, usando diferentes estrategias como: fichas de resumen, de cita textual, de comentario personal, de resumen parafraseado","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","10.00","18.30","5.00","6.00","8.28","14.46","1","E","Lectura","Reflexi??n y evaluaci??n","Reflexi??n, valoraci??n y cr??tica del texto por parte del lector. Esto permite identificar el prop??sito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre ??l a nivel de contenido y forma.","Leen el cuento y escuchan su lectura por parte de su maestro(a). Lo comentan, mientras su maestro(a) escribe sus opiniones en la pizarra","Eval??an y emiten juicios cr??ticos sobre las ideas expuestas en los libros que leen","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","8.50","0.00","7.00","5.00","9.37","8.99","1","A","Matem??tica","Estad??stica y probabilidad","Lectura e interpretaci??n de datos estad??sticos a partir de su representaci??n en tablas, gr??ficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gr??ficos, pictogramas y diagramas.","Construyen gr??ficas sencillas (pictogramas) con informaci??n de situaciones de su entorno.","No hay ejemplos en el curr??culo de este pa??s.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","31.90","20.00","22.00","20.00","20.93","22.56","1","B","Matem??tica","Geometr??a","Conocimiento de las figuras y cuerpos geom??tricos, su caracterizaci??n, clasificaci??n y construcci??n. Capacidad de establecer relaciones entre ellos y el entorno.","Clasificaci??n de ??ngulos recto, agudo y obtuso.","Establecen las diferencias y analog??as entre prismas, pir??mides, conos, cilindros y esferas.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","31.90","20.00","25.00","20.00","21.71","18.19","1","C","Matem??tica","Magnitudes y medidas","Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medici??n.","Longitud: Comparaci??n de longitudes de objetos con las unidades oficiales, usando la regla y la cinta m??trica.","Usan las unidades del Sistema M??trico Decimal correspondiente a vol??menes para resolver problemas de la vida real.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","27.70","60.00","42.00","51.00","43.17","46.66","1","D","Matem??tica","N??mero y operaciones","Conocimiento de los conjuntos de los n??meros naturales y de los n??meros racionales positivos. C??lculo de las operaciones de adici??n, sustracci??n, multiplicaci??n y divisi??n en esos conjuntos; aplicaci??n de sus propiedades y relaciones.","Desarrollan el concepto de la divisi??n como ???estar contenido en???.","Resuelven ejercicios de la vida real que involucran la multiplicaci??n y divisi??n de n??meros decimales.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"hn","Honduras","0.00","0.00","4.00","3.00","4.82","3.61","1","E","Matem??tica","Patrones y ??lgebra","Capacidad de identificar, completar y construir regularidades num??ricas y gr??ficas a partir de objetos del entorno, figuras geom??tricas y secuencias num??ricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.","No hay ejemplos en el curr??culo de este pa??s.","No hay ejemplos en el curr??culo de este pa??s.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"mx","M??xico","","22.60","","17.00","","16.51","1","A","Ciencias","Ciencia, tecnolog??a y sociedad","Refiere a la ciencia y la tecnolog??a como construcciones humanas influenciadas por el contexto sociocultural, pol??tico y econ??mico. Incluye temas relativos al impacto de la ciencia y la tecnolog??a en la salud y en el medio ambiente.","","Practica acciones de consumo sustentable con base en la valoraci??n de su importancia en la mejora de las condiciones naturales del ambiente y la calidad de vida.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"mx","M??xico","","21.00","","29.00","","22.54","1","B","Ciencias","Cuerpo humano y salud","Conocimiento parcial del cuerpo humano, y comprensi??n de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de ??rganos; conocimiento sobre la importancia de la salud para el bienestar general.","","Argumenta la importancia de la dieta correcta, del consumo de agua simple potable, la activaci??n f??sica, el descanso y el esparcimiento para promover un estilo de vida saludable.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"mx","M??xico","","17.70","","10.00","","12.19","1","C","Ciencias","Ecolog??a y medioambiente","Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecol??gico en relaci??n con los recursos naturales y su importancia para la vida en el planeta, adem??s de la noci??n de cadena tr??fica, su din??mica general y relevancia.","","Ambiente: componentes naturales ???f??sicos y biol??gicos???, sociales ???econ??micos, pol??ticos y culturales???, y sus interacciones.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
